case,step,time_ps,x_nm,surface_z_nm
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-4.45945,-1.18362
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-4.25945,-1.338425
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-4.05945,-1.18436
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-3.85945,-1.32424
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-3.65945,-1.2096
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-3.45945,-1.32686
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-3.25945,-1.183625
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-3.05945,-1.3224
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-2.85945,-1.124925
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-2.65945,-1.32118
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-2.45945,-1.180605
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-2.25945,-1.41533
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-2.05945,-1.059845
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-1.85945,-1.43807
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-1.65945,-1.177725
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-1.45945,-1.1691
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-1.25945,-1.43776
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-1.05945,-0.92888
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-0.85945,-1.4422
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-0.65945,-1.05246
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-0.45945,-1.43962
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-0.25945,-1.174805
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,-0.05945,-1.33238
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,0.14055,-1.05538
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,0.34055,-1.31477
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,0.54055,-1.1802
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,0.74055,-1.38352
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,0.94055,-1.07412
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,1.14055,-1.324085
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,1.34055,-1.17846
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,1.54055,-1.315185
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,1.74055,-1.04413
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,1.94055,-1.446765
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,2.14055,-1.12126
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,2.34055,-1.16658
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,2.54055,-1.32531
fluence_0p5_20ps_free_surface_ablation_debug,4000,2,2.74055,-1.172245
