case,marker_id,element_id,center_r_um,center_height_above_surface_um,vx_m_s,vy_m_s,layer_id
ep_5p0uj_ejecta_8500ms,293,7653,7.800000,2.455000,401.878536,8440.389963,9
ep_5p0uj_ejecta_8500ms,294,7654,8.400000,2.455000,390.172443,7609.210713,9
ep_5p0uj_ejecta_8500ms,295,7655,9.000000,2.455000,373.991632,6807.406409,9
ep_5p0uj_ejecta_8500ms,296,7656,9.600000,2.455000,354.158482,6043.502666,9
ep_5p0uj_ejecta_8500ms,297,7657,10.200000,2.455000,331.511498,5324.278044,9
ep_5p0uj_ejecta_8500ms,298,7658,10.800000,2.455000,306.873339,4654.764424,9
ep_5p0uj_ejecta_8500ms,299,7659,11.400000,2.455000,281.023219,4038.310014,9
ep_5p0uj_ejecta_8500ms,300,7660,12.000000,2.455000,254.674533,3476.694861,9
ep_5p0uj_ejecta_8500ms,301,7661,12.600000,2.455000,228.458177,2970.287350,9
ep_5p0uj_ejecta_8500ms,302,7662,13.200000,2.455000,202.911637,2518.229609,9
ep_5p0uj_ejecta_8500ms,303,7663,13.800000,2.455000,178.473582,2118.639946,9
ep_5p0uj_ejecta_8500ms,304,7664,14.400000,2.455000,155.483442,1768.821291,9
ep_5p0uj_ejecta_8500ms,305,7665,15.000000,2.455000,134.185220,1465.465937,9
ep_5p0uj_ejecta_8500ms,306,7666,15.600000,2.455000,114.734695,1204.848578,9
ep_5p0uj_ejecta_8500ms,307,7667,16.200000,2.455000,97.209093,983.001501,9
ep_5p0uj_ejecta_8500ms,308,7668,16.800000,2.455000,81.618356,795.867669,9
ep_5p0uj_ejecta_8500ms,309,7669,17.400000,2.455000,67.917151,639.429273,9
ep_5p0uj_ejecta_8500ms,310,7670,18.000000,2.455000,56.016935,509.810924,9
ep_5p0uj_ejecta_8500ms,311,7671,0.000000,2.705000,0.000000,17000.000000,10
ep_5p0uj_ejecta_8500ms,312,7672,0.600000,2.705000,58.924236,16934.852038,10
ep_5p0uj_ejecta_8500ms,313,7673,1.200000,2.705000,116.498789,16740.902300,10
ep_5p0uj_ejecta_8500ms,314,7674,1.800000,2.705000,171.425370,16422.576269,10
ep_5p0uj_ejecta_8500ms,315,7675,2.400000,2.705000,222.505744,15987.062888,10
ep_5p0uj_ejecta_8500ms,316,7676,3.000000,2.705000,268.685114,15444.044682,10
ep_5p0uj_ejecta_8500ms,317,7677,3.600000,2.705000,309.088031,14805.340017,10
ep_5p0uj_ejecta_8500ms,318,7678,4.200000,2.705000,343.045151,14084.475944,10
ep_5p0uj_ejecta_8500ms,319,7679,4.800000,2.705000,370.109735,13296.213168,10
ep_5p0uj_ejecta_8500ms,320,7680,5.400000,2.705000,390.063468,12456.046370,10
ep_5p0uj_ejecta_8500ms,321,7681,6.000000,2.705000,402.911799,11579.703347,10
ep_5p0uj_ejecta_8500ms,322,7682,6.600000,2.705000,408.869635,10682.665288,10
ep_5p0uj_ejecta_8500ms,323,7683,7.200000,2.705000,408.338733,9779.728066,10
ep_5p0uj_ejecta_8500ms,324,7684,7.800000,2.705000,401.878536,8884.621014,10
ep_5p0uj_ejecta_8500ms,325,7685,8.400000,2.705000,390.172443,8009.695487,10
ep_5p0uj_ejecta_8500ms,326,7686,9.000000,2.705000,373.991632,7165.690957,10
ep_5p0uj_ejecta_8500ms,327,7687,9.600000,2.705000,354.158482,6361.581754,10
ep_5p0uj_ejecta_8500ms,328,7688,10.200000,2.705000,331.511498,5604.503204,10
ep_5p0uj_ejecta_8500ms,329,7689,10.800000,2.705000,306.873339,4899.752025,10
ep_5p0uj_ejecta_8500ms,330,7690,11.400000,2.705000,281.023219,4250.852646,10
ep_5p0uj_ejecta_8500ms,331,7691,12.000000,2.705000,254.674533,3659.678801,10
ep_5p0uj_ejecta_8500ms,332,7692,12.600000,2.705000,228.458177,3126.618263,10
ep_5p0uj_ejecta_8500ms,333,7693,13.200000,2.705000,202.911637,2650.768009,10
ep_5p0uj_ejecta_8500ms,334,7694,13.800000,2.705000,178.473582,2230.147312,10
ep_5p0uj_ejecta_8500ms,335,7695,14.400000,2.705000,155.483442,1861.917149,10
ep_5p0uj_ejecta_8500ms,336,7696,15.000000,2.705000,134.185220,1542.595723,10
ep_5p0uj_ejecta_8500ms,337,7697,15.600000,2.705000,114.734695,1268.261661,10
ep_5p0uj_ejecta_8500ms,338,7698,16.200000,2.705000,97.209093,1034.738422,10
ep_5p0uj_ejecta_8500ms,339,7699,16.800000,2.705000,81.618356,837.755441,10
ep_5p0uj_ejecta_8500ms,340,7700,17.400000,2.705000,67.917151,673.083446,10
ep_5p0uj_ejecta_8500ms,341,7701,18.000000,2.705000,56.016935,536.643078,10
ep_5p0uj_ejecta_8500ms,342,7702,0.000000,2.955000,0.000000,17850.000000,11
ep_5p0uj_ejecta_8500ms,343,7703,0.600000,2.955000,58.924236,17781.594640,11
ep_5p0uj_ejecta_8500ms,344,7704,1.200000,2.955000,116.498789,17577.947415,11
ep_5p0uj_ejecta_8500ms,345,7705,1.800000,2.955000,171.425370,17243.705083,11
ep_5p0uj_ejecta_8500ms,346,7706,2.400000,2.955000,222.505744,16786.416032,11
ep_5p0uj_ejecta_8500ms,347,7707,3.000000,2.955000,268.685114,16216.246916,11
ep_5p0uj_ejecta_8500ms,348,7708,3.600000,2.955000,309.088031,15545.607018,11
ep_5p0uj_ejecta_8500ms,349,7709,4.200000,2.955000,343.045151,14788.699742,11
ep_5p0uj_ejecta_8500ms,350,7710,4.800000,2.955000,370.109735,13961.023827,11
ep_5p0uj_ejecta_8500ms,351,7711,5.400000,2.955000,390.063468,13078.848688,11
ep_5p0uj_ejecta_8500ms,352,7712,6.000000,2.955000,402.911799,12158.688514,11
ep_5p0uj_ejecta_8500ms,353,7713,6.600000,2.955000,408.869635,11216.798553,11
ep_5p0uj_ejecta_8500ms,354,7714,7.200000,2.955000,408.338733,10268.714469,11
ep_5p0uj_ejecta_8500ms,355,7715,7.800000,2.955000,401.878536,9328.852064,11
ep_5p0uj_ejecta_8500ms,356,7716,8.400000,2.955000,390.172443,8410.180262,11
ep_5p0uj_ejecta_8500ms,357,7717,9.000000,2.955000,373.991632,7523.975505,11
ep_5p0uj_ejecta_8500ms,358,7718,9.600000,2.955000,354.158482,6679.660841,11
ep_5p0uj_ejecta_8500ms,359,7719,10.200000,2.955000,331.511498,5884.728364,11
ep_5p0uj_ejecta_8500ms,360,7720,10.800000,2.955000,306.873339,5144.739626,11
ep_5p0uj_ejecta_8500ms,361,7721,11.400000,2.955000,281.023219,4463.395278,11
ep_5p0uj_ejecta_8500ms,362,7722,12.000000,2.955000,254.674533,3842.662741,11
ep_5p0uj_ejecta_8500ms,363,7723,12.600000,2.955000,228.458177,3282.949177,11
ep_5p0uj_ejecta_8500ms,364,7724,13.200000,2.955000,202.911637,2783.306410,11
ep_5p0uj_ejecta_8500ms,365,7725,13.800000,2.955000,178.473582,2341.654677,11
ep_5p0uj_ejecta_8500ms,366,7726,14.400000,2.955000,155.483442,1955.013006,11
ep_5p0uj_ejecta_8500ms,367,7727,15.000000,2.955000,134.185220,1619.725509,11
ep_5p0uj_ejecta_8500ms,368,7728,15.600000,2.955000,114.734695,1331.674744,11
ep_5p0uj_ejecta_8500ms,369,7729,16.200000,2.955000,97.209093,1086.475343,11
ep_5p0uj_ejecta_8500ms,370,7730,16.800000,2.955000,81.618356,879.643214,11
ep_5p0uj_ejecta_8500ms,371,7731,17.400000,2.955000,67.917151,706.737618,11
ep_5p0uj_ejecta_8500ms,372,7732,18.000000,2.955000,56.016935,563.475232,11
ep_5p0uj_ejecta_8500ms,373,7733,0.000000,3.205000,0.000000,18700.000000,12
ep_5p0uj_ejecta_8500ms,374,7734,0.600000,3.205000,58.924236,18628.337241,12
ep_5p0uj_ejecta_8500ms,375,7735,1.200000,3.205000,116.498789,18414.992530,12
ep_5p0uj_ejecta_8500ms,376,7736,1.800000,3.205000,171.425370,18064.833896,12
ep_5p0uj_ejecta_8500ms,377,7737,2.400000,3.205000,222.505744,17585.769177,12
ep_5p0uj_ejecta_8500ms,378,7738,3.000000,3.205000,268.685114,16988.449150,12
ep_5p0uj_ejecta_8500ms,379,7739,3.600000,3.205000,309.088031,16285.874019,12
ep_5p0uj_ejecta_8500ms,380,7740,4.200000,3.205000,343.045151,15492.923539,12
ep_5p0uj_ejecta_8500ms,381,7741,4.800000,3.205000,370.109735,14625.834485,12
ep_5p0uj_ejecta_8500ms,382,7742,5.400000,3.205000,390.063468,13701.651007,12
ep_5p0uj_ejecta_8500ms,383,7743,6.000000,3.205000,402.911799,12737.673682,12
ep_5p0uj_ejecta_8500ms,384,7744,6.600000,3.205000,408.869635,11750.931817,12
ep_5p0uj_ejecta_8500ms,385,7745,7.200000,3.205000,408.338733,10757.700873,12
ep_5p0uj_ejecta_8500ms,386,7746,7.800000,3.205000,401.878536,9773.083115,12
ep_5p0uj_ejecta_8500ms,387,7747,8.400000,3.205000,390.172443,8810.665036,12
ep_5p0uj_ejecta_8500ms,388,7748,9.000000,3.205000,373.991632,7882.260053,12
ep_5p0uj_ejecta_8500ms,389,7749,9.600000,3.205000,354.158482,6997.739929,12
ep_5p0uj_ejecta_8500ms,390,7750,10.200000,3.205000,331.511498,6164.953524,12
ep_5p0uj_ejecta_8500ms,391,7751,10.800000,3.205000,306.873339,5389.727227,12
ep_5p0uj_ejecta_8500ms,392,7752,11.400000,3.205000,281.023219,4675.937911,12
ep_5p0uj_ejecta_8500ms,393,7753,12.000000,3.205000,254.674533,4025.646681,12
ep_5p0uj_ejecta_8500ms,394,7754,12.600000,3.205000,228.458177,3439.280090,12
ep_5p0uj_ejecta_8500ms,395,7755,13.200000,3.205000,202.911637,2915.844810,12
ep_5p0uj_ejecta_8500ms,396,7756,13.800000,3.205000,178.473582,2453.162043,12
ep_5p0uj_ejecta_8500ms,397,7757,14.400000,3.205000,155.483442,2048.108864,12
ep_5p0uj_ejecta_8500ms,398,7758,15.000000,3.205000,134.185220,1696.855295,12
ep_5p0uj_ejecta_8500ms,399,7759,15.600000,3.205000,114.734695,1395.087827,12
ep_5p0uj_ejecta_8500ms,400,7760,16.200000,3.205000,97.209093,1138.212264,12
ep_5p0uj_ejecta_8500ms,401,7761,16.800000,3.205000,81.618356,921.530986,12
ep_5p0uj_ejecta_8500ms,402,7762,17.400000,3.205000,67.917151,740.391790,12
ep_5p0uj_ejecta_8500ms,403,7763,18.000000,3.205000,56.016935,590.307385,12
ep_5p0uj_ejecta_8500ms,404,7764,0.000000,3.455000,0.000000,19550.000000,13
ep_5p0uj_ejecta_8500ms,405,7765,0.600000,3.455000,58.924236,19475.079843,13
ep_5p0uj_ejecta_8500ms,406,7766,1.200000,3.455000,116.498789,19252.037645,13
ep_5p0uj_ejecta_8500ms,407,7767,1.800000,3.455000,171.425370,18885.962710,13
ep_5p0uj_ejecta_8500ms,408,7768,2.400000,3.455000,222.505744,18385.122321,13
ep_5p0uj_ejecta_8500ms,409,7769,3.000000,3.455000,268.685114,17760.651385,13
ep_5p0uj_ejecta_8500ms,410,7770,3.600000,3.455000,309.088031,17026.141020,13
ep_5p0uj_ejecta_8500ms,411,7771,4.200000,3.455000,343.045151,16197.147336,13
ep_5p0uj_ejecta_8500ms,412,7772,4.800000,3.455000,370.109735,15290.645144,13
ep_5p0uj_ejecta_8500ms,413,7773,5.400000,3.455000,390.063468,14324.453325,13
ep_5p0uj_ejecta_8500ms,414,7774,6.000000,3.455000,402.911799,13316.658849,13
ep_5p0uj_ejecta_8500ms,415,7775,6.600000,3.455000,408.869635,12285.065082,13
ep_5p0uj_ejecta_8500ms,416,7776,7.200000,3.455000,408.338733,11246.687276,13
ep_5p0uj_ejecta_8500ms,417,7777,7.800000,3.455000,401.878536,10217.314166,13
ep_5p0uj_ejecta_8500ms,418,7778,8.400000,3.455000,390.172443,9211.149810,13
ep_5p0uj_ejecta_8500ms,419,7779,9.000000,3.455000,373.991632,8240.544601,13
ep_5p0uj_ejecta_8500ms,420,7780,9.600000,3.455000,354.158482,7315.819017,13
ep_5p0uj_ejecta_8500ms,421,7781,10.200000,3.455000,331.511498,6445.178684,13
ep_5p0uj_ejecta_8500ms,422,7782,10.800000,3.455000,306.873339,5634.714829,13
ep_5p0uj_ejecta_8500ms,423,7783,11.400000,3.455000,281.023219,4888.480543,13
ep_5p0uj_ejecta_8500ms,424,7784,12.000000,3.455000,254.674533,4208.630621,13
ep_5p0uj_ejecta_8500ms,425,7785,12.600000,3.455000,228.458177,3595.611003,13
ep_5p0uj_ejecta_8500ms,426,7786,13.200000,3.455000,202.911637,3048.383210,13
ep_5p0uj_ejecta_8500ms,427,7787,13.800000,3.455000,178.473582,2564.669408,13
ep_5p0uj_ejecta_8500ms,428,7788,14.400000,3.455000,155.483442,2141.204721,13
ep_5p0uj_ejecta_8500ms,429,7789,15.000000,3.455000,134.185220,1773.985082,13
ep_5p0uj_ejecta_8500ms,430,7790,15.600000,3.455000,114.734695,1458.500910,13
ep_5p0uj_ejecta_8500ms,431,7791,16.200000,3.455000,97.209093,1189.949185,13
ep_5p0uj_ejecta_8500ms,432,7792,16.800000,3.455000,81.618356,963.418758,13
ep_5p0uj_ejecta_8500ms,433,7793,17.400000,3.455000,67.917151,774.045963,13
ep_5p0uj_ejecta_8500ms,434,7794,18.000000,3.455000,56.016935,617.139539,13
