case,step,time_ps,raw_lift_outlier_sensitive_nm,robust_lift_nm,surface_z_p95_global_nm,center_surface_z_p95_nm,edge_surface_z_p95_nm,crater_depth_center_nm,rim_lift_nm,rho_mean_surface,rho_p10_surface,low_density_atoms_0p7,low_density_atoms_0p3,mean_vz_surface_A_ps,p95_vz_surface_A_ps,upward_atoms,fast_upward_atoms,outward_flux_A_ps,vapor_candidate_count,detached_candidate_count,stable_ejecta_count,cluster_ejecta_count,largest_ejecta_cluster_size,ejected_mass_fraction,bulk_component_size,detached_component_count,detached_atom_count,largest_detached_cluster_size,surface_atom_T_mean_K,surface_atom_T_p95_K,atom_T_max_proxy_K,melt_like_atom_count,vapor_like_atom_count,Te_min_K,Te_mean_K,Te_p95_K,Te_max_K,thermo_Tl_K,thermo_pe_eV,thermo_ke_eV,thermo_total_eV,pressure_proxy_mean_GPa,pressure_proxy_p01_GPa,pressure_proxy_p99_GPa
fluence_0p5_100ps,540000,51.9999,0.6776,-0.05648,-0.0074525,-0.0088925,-0.0313525,0,-0.05499,1.4956538,1.0655416,430,54,0.37695578,18.51605,1446,142,13089.859,3096,3,0,0,1,0,12414,1,1,1,4090.8876,10808.1,28655.423,8648,5335,4139.0517,4152.418,4155.5378,4164.2828,3815.6111,-42148.716,6123.1581,-36025.558,-0.022253355,-34.233131,40.49262
fluence_0p5_100ps,550000,52.9999,0.8781,-0.027895,0.0316575,0.066745,-0.0422775,0,-0.065915,1.4888941,1.0655416,430,64,0.17398164,18.48695,1422,143,12712.67,3024,6,0,0,0,0,12416,0,0,0,4130.6273,10940.45,37976.327,8557,5231,4147.6171,4156.0115,4160.7852,4177.4889,3796.3082,-42084.33,6092.1813,-35992.148,0.11019381,-33.877925,41.663243
fluence_0p5_100ps,560000,53.9999,0.9107,-0.01995,0.0432725,0.00261,-0.043215,0,-0.0668525,1.4932842,1.0655416,424,48,-0.29668726,17.770685,1382,142,11884.25,2958,2,0,0,0,0,12416,0,0,0,4092.0508,10998.267,26295.993,8637,5258,4143.8344,4157.4997,4160.5882,4172.9803,3816.4632,-42110.213,6124.5254,-35985.687,-0.1039825,-33.889104,42.198777
fluence_0p5_100ps,570000,54.9999,0.884,0.0064575,0.0795975,0.0929725,-0.0038275,0,-0.027465,1.4882569,1.0655416,440,53,-0.15010135,17.96769,1402,141,12031.535,3030,0,0,0,1,0,12413,2,2,1,4086.4758,10806.243,26851.153,8669,5387,4147.5701,4160.3455,4162.7714,4172.2501,3868.7201,-42169.462,6208.3855,-35961.077,-0.0075355035,-34.256865,41.305821
fluence_0p5_100ps,580000,55.9999,0.7429,0.0331025,0.0483475,-0.01837,-0.0173875,0.0009825,-0.041025,1.4841881,1.0655416,452,54,-0.091294838,17.83952,1371,140,11983.656,3020,4,0,0,1,0,12415,1,1,1,4072.0636,10649.93,26687.607,8699,5294,4145.0273,4161.5274,4163.0597,4177.2079,3857.756,-42148.449,6190.7906,-35957.658,-0.28676705,-35.04044,42.236128
fluence_0p5_100ps,590000,56.9999,1.2449,-0.02382,0.0290375,0.00191,-0.0631875,0,-0.086825,1.4961933,1.0655416,408,55,-0.21229918,17.5101,1367,140,12057.986,3054,3,0,0,1,0,12414,1,1,1,4105.0283,10646.178,26128.191,8808,5396,4151.9161,4163.2447,4166.6405,4180.9495,3874.1002,-42164.807,6217.0193,-35947.788,0.10401483,-35.041558,40.94537
fluence_0p5_100ps,600000,57.9999,1.8152,-0.02327,-0.0068825,0.0004475,-0.0768475,0,-0.100485,1.4718485,1.0655416,451,58,0.15748514,18.03645,1399,140,12452.307,3064,3,0,0,1,0,12413,1,1,1,4024.384,10281.951,26929.213,8677,5388,4155.1187,4164.1374,4167.8247,4183.9879,3862.8175,-42147.211,6198.9132,-35948.298,0.10263928,-34.346992,41.444837
fluence_0p5_100ps,610000,58.9999,2.3855,-0.0192225,0.0275175,0.0445425,-0.003115,0,-0.0267525,1.5000953,1.0655416,418,47,-0.051507822,17.59864,1424,140,12005.013,3013,4,1,0,1,8.0541237e-05,12413,2,2,1,4096.6138,10872.056,35104.982,8630,5334,4150.9882,4165.944,4169.0272,4180.2702,3849.8855,-42115.256,6178.1603,-35937.096,0.20097401,-35.071372,42.641466
fluence_0p5_100ps,620000,59.9999,2.9559,-0.0514425,0.0199975,-0.05157,-0.0215525,0.0300175,-0.04519,1.5084121,1.0655416,426,58,0.3734648,18.23834,1413,141,12960.477,3035,2,1,0,1,8.0541237e-05,12414,1,1,1,4090.1334,10776.926,33368.482,8681,5288,4159.0799,4170.8461,4174.3686,4187.5246,3858.2733,-42078.62,6191.6209,-35886.999,0.36739886,-34.457866,44.324306
fluence_0p5_100ps,630000,60.9999,2.5608,-0.001055,0.0366975,0.0935875,-0.033145,0,-0.0567825,1.4946558,1.0655416,412,52,0.49375057,18.38903,1477,143,13287.605,3210,2,0,0,1,0,12412,1,1,1,4063.0692,10479.205,26975.863,8701,5471,4161.9643,4178.6618,4180.9381,4191.4787,3891.2458,-42043.591,6244.5338,-35799.057,-0.099428367,-35.107011,41.607485
fluence_0p5_100ps,640000,61.9999,1.5517,-0.005545,0.0303325,0.0185175,0.012445,0,-0.0111925,1.4788116,1.0655416,440,61,0.11421839,18.082645,1443,143,12706.787,3111,3,0,0,1,0,12415,1,1,1,4199.7958,10876.103,30258.162,8698,5325,4169.768,4183.9493,4187.9149,4203.124,3856.4957,-41932.675,6188.7682,-35743.907,-0.36657381,-34.871054,42.393542
fluence_0p5_100ps,650000,62.9999,0.8289,-0.0491575,0.0168375,0.0066625,-0.0820175,0,-0.105655,1.4926113,1.0655416,411,53,0.19955748,18.25618,1476,144,12857.365,3189,1,0,0,1,0,12412,2,2,1,4135.0892,10492.202,30560.344,8702,5442,4170.4857,4183.5278,4186.0469,4202.6416,3914.8816,-42042.975,6282.4638,-35760.511,-0.39393836,-34.723028,41.140231
fluence_0p5_100ps,660000,63.9999,0.8083,0.01812,0.0418575,0.0269075,0.00196,0,-0.0216775,1.4740917,1.0655416,437,60,-0.10449411,17.576255,1438,144,12460.293,3092,1,0,0,1,0,12412,1,1,1,4178.1897,10862.1,32257.156,8607,5381,4166.6518,4182.5356,4184.5432,4199.342,3853.951,-41970.11,6184.6845,-35785.426,-0.27585729,-35.298978,42.24889
fluence_0p5_100ps,670000,64.9999,1.1378,-0.018205,0.0641075,-0.0401225,-0.004435,0.0356875,-0.0280725,1.4671746,1.0655416,433,46,0.0083403883,18.83599,1434,143,12686.299,3063,4,0,0,0,0,12415,0,0,0,4108.1003,10809.52,29082.083,8596,5329,4173.6139,4190.4462,4194.878,4207.8127,3842.9089,-41862.787,6166.9646,-35695.822,-0.059378673,-34.414453,42.455026
fluence_0p5_100ps,680000,65.9999,0.943,0.01743,0.0454475,-0.0138475,0.015485,0.0293325,-0.0081525,1.4892647,1.0655416,435,47,-0.49649393,17.60771,1393,144,12112.301,3101,1,0,0,0,0,12415,0,0,0,4107.9403,10748.228,39828.253,8728,5427,4176.6036,4189.4694,4191.8653,4203.8763,3879.2063,-41945.167,6225.2134,-35719.954,0.096293708,-34.904608,41.915141
fluence_0p5_100ps,690000,66.9999,0.8442,-0.026785,0.0223675,-0.026045,-0.053715,0,-0.0773525,1.5042663,1.0655416,443,57,-0.085213497,17.586535,1395,142,12255.349,3133,1,0,0,1,0,12414,1,1,1,4139.6189,10751.543,34008.51,8773,5551,4179.2583,4190.7523,4193.2876,4207.446,3920.9058,-42007.198,6292.1313,-35715.066,0.19778887,-34.356562,41.956924
fluence_0p5_100ps,700000,67.9999,0.8179,-0.03553,0.0043375,-0.145335,-0.0332575,0.1120775,-0.056895,1.4742956,1.0655416,455,58,-0.11122241,18.384975,1395,141,12345.591,3122,4,0,0,0,0,12416,0,0,0,4162.8855,11190.237,32796.38,8764,5505,4177.2567,4196.6284,4200.5827,4213.9081,3960.2204,-42006.415,6355.2219,-35651.193,0.24334065,-34.53899,42.599293
fluence_0p5_100ps,710000,68.9999,0.855,-0.018945,0.0262375,0.0069525,-0.0394625,0,-0.0631,1.4791127,1.0655416,432,52,0.27489511,18.0936,1461,142,12873.974,3181,4,0,0,0,0,12415,0,0,0,4174.329,10526.737,29184.744,8772,5503,4192.1441,4201.7803,4203.3998,4216.31,3955.7962,-41945.669,6348.1221,-35597.547,0.47039116,-34.172717,43.295306
fluence_0p5_100ps,720000,69.9999,0.7099,-0.0428,0.0315775,0.0348225,-0.0871925,0,-0.11083,1.4982427,1.0655416,436,49,0.057989991,18.67865,1442,143,12782.431,3123,0,0,3,3,0,12413,1,3,3,4181.7454,11280.249,34227.139,8690,5382,4185.6129,4200.6165,4202.811,4214.2016,3937.1059,-41941.875,6318.1285,-35623.747,0.091694506,-34.429063,43.615362
fluence_0p5_100ps,730000,70.9999,0.7818,-0.029535,0.0283575,-0.1001625,-0.00861,0.0915525,-0.0322475,1.4888875,1.0655416,424,56,0.45015868,18.99761,1468,143,13407.498,3203,1,0,0,0,0,12416,0,0,0,4194.4079,11056.437,33514.158,8732,5496,4184.9507,4197.5423,4200.4162,4214.5987,3933.365,-41987.3,6312.1253,-35675.175,0.02364653,-34.541184,41.835248
fluence_0p5_100ps,740000,71.9999,0.8593,0.0056125,0.0592975,0.10113,-0.039905,0,-0.0635425,1.4937301,1.0655416,425,55,0.34635818,18.66635,1503,145,13482.521,3194,1,0,0,1,0,12414,1,1,1,4155.8726,11011.682,27434.938,8693,5397,4188.9132,4197.8469,4200.3978,4210.4236,3910.5931,-41958.405,6275.5818,-35682.823,-0.096613952,-34.78383,41.445632
fluence_0p5_100ps,750000,72.9999,0.8039,0.0277725,0.0892575,0.0957525,-0.0161475,0,-0.039785,1.4887647,1.0655416,422,51,0.036755152,18.3676,1444,145,12529.918,3139,5,0,0,0,0,12416,0,0,0,4093.166,10589.742,31524.989,8776,5399,4188.2398,4201.7444,4204.3505,4214.6285,3898.9644,-41901.494,6256.9204,-35644.573,-0.20053505,-34.673265,42.002405
fluence_0p5_100ps,760000,73.9999,0.8952,0.0149575,0.0629175,-0.0542825,0.00625,0.0605325,-0.0173875,1.4893782,1.0655416,444,49,-0.089535595,18.25418,1409,146,12670.716,3144,1,0,0,0,0,12412,0,0,0,4184.8094,10582.249,39194.028,8761,5445,4194.6063,4206.8929,4210.0204,4221.6368,3905.8125,-41857.879,6267.91,-35589.969,-0.21995916,-34.740166,42.764072
fluence_0p5_100ps,770000,74.9999,0.9656,0.015085,0.0382975,-0.0033575,0.0062025,0.00956,-0.017435,1.4851055,1.0655416,451,56,-0.027042899,18.25068,1440,145,12954.656,3253,2,0,0,0,0,12416,0,0,0,4198.8228,10838.914,30954.433,8800,5569,4196.5111,4210.9067,4214.5802,4227.6516,3963.7348,-41910.76,6360.8617,-35549.899,-0.26674446,-34.026831,41.860007
fluence_0p5_100ps,780000,75.9999,0.9212,0.049335,0.0596275,0.00058,0.0124475,0.0118675,-0.01119,1.4809915,1.0655416,450,56,-0.50522131,17.13252,1403,144,12059.81,3170,2,0,0,1,0,12412,1,1,1,4190.7596,10250.476,32642.891,8786,5517,4194.8479,4210.8919,4214.4501,4224.5936,3968.9837,-41931.365,6369.285,-35562.08,0.22084289,-34.131726,41.683449
fluence_0p5_100ps,790000,76.9999,1.0242,-0.0209625,0.0149675,0.02249,-0.01071,0,-0.0343475,1.4784437,1.0655416,440,54,-0.025263199,18.74056,1426,143,12943.346,3200,7,0,0,2,0,12410,2,3,2,4172.8625,10863.763,31207.412,8820,5547,4199.0129,4212.8532,4217.0811,4230.367,3971.693,-41922.046,6373.6327,-35548.413,0.31737952,-34.997312,42.513771
fluence_0p5_100ps,800000,77.9999,0.88,-0.0246425,0.0314175,-0.0048,0.0138275,0.0186275,-0.00981,1.4816058,1.0655416,425,57,0.30016108,18.545105,1475,143,12787.996,3177,2,0,0,1,0,12415,1,1,1,4150.4932,10816.564,31355.253,8730,5487,4199.8973,4213.1482,4216.2472,4228.1008,3948.337,-41892.063,6336.1519,-35555.911,0.108849,-34.721073,41.975183
fluence_0p5_100ps,810000,78.9999,0.8237,-0.0236025,0.0418875,0.1019675,-0.04961,0,-0.0732475,1.4953384,1.0655416,472,53,0.068163271,18.20052,1483,145,12831.672,3248,4,0,0,1,0,12412,1,1,1,4261.6972,10865.798,34227.294,8703,5484,4193.7651,4211.9544,4215.0327,4220.3022,3960.6004,-41938.573,6355.8317,-35582.741,0.014282883,-34.725607,41.863363
fluence_0p5_100ps,820000,79.9999,0.8779,-0.0211675,0.0420975,-0.01308,-0.020115,0,-0.0437525,1.4846238,1.0655416,440,45,0.16247386,18.43194,1456,144,12899.59,3161,1,0,0,1,0,12415,1,1,1,4213.4904,11056.034,27322.683,8826,5538,4201.2256,4213.8374,4216.2771,4228.0309,3975.4845,-41950.036,6379.7172,-35570.318,-0.31041214,-34.731468,42.670632
fluence_0p5_100ps,830000,80.9999,1.0533,0.031955,0.0644375,0.00523,0.0821975,0.0769675,0.05856,1.4957781,1.0655416,420,46,-0.057110238,18.280725,1435,144,12597.994,3187,4,0,0,1,0,12412,3,3,1,4195.9074,11017.678,29845.351,8774,5485,4204.1345,4218.555,4220.6413,4230.5244,3956.332,-41869.933,6348.9819,-35520.951,-0.051208926,-35.471956,41.786361
fluence_0p5_100ps,840000,81.9999,1.1585,0.0242175,0.0534575,0.026975,0.0091525,0,-0.014485,1.4706098,1.0655416,411,48,0.037250054,17.72589,1435,145,12841.069,3207,4,0,0,1,0,12413,2,2,1,4157.876,11021.113,33895.946,8784,5522,4209.1216,4224.1252,4228.2976,4244.0235,3951.2576,-41801.607,6340.8387,-35460.768,-0.039960218,-35.15143,43.890957
fluence_0p5_100ps,850000,82.9999,0.9474,-0.0260575,0.0445375,0.020875,0.0112275,0,-0.01241,1.4838199,1.0655416,449,59,-0.11748113,18.201675,1469,146,12905.692,3177,2,0,0,1,0,12413,1,1,1,4128.4755,10595.022,28642.891,8799,5467,4203.0952,4224.9147,4227.1396,4238.4108,3936.6081,-41779.329,6317.3297,-35461.999,-0.37236963,-34.798868,42.262883
fluence_0p5_100ps,860000,83.9999,1.0277,-0.0697175,0.0371175,-0.065015,-0.031435,0.03358,-0.0550725,1.4933065,1.0655416,441,47,-0.05562772,18.5484,1471,147,13057.779,3207,3,0,0,0,0,12414,0,0,0,4265.6139,11057.914,37130.745,8777,5560,4202.2776,4224.382,4226.5208,4240.531,3975.8103,-41860.491,6380.2401,-35480.251,-0.25180329,-34.848646,41.309344
fluence_0p5_100ps,870000,84.9999,0.9778,-0.00823,0.0395375,-0.0081475,-0.0151925,0,-0.03883,1.4806757,1.0655416,436,45,-0.31049841,18.706235,1407,145,12697.479,3087,3,0,0,0,0,12415,0,0,0,4277.2966,11120.219,29805.354,8804,5516,4215.6191,4226.7343,4228.5005,4247.0096,3996.3643,-41874.907,6413.2243,-35461.683,-0.26485777,-34.534654,42.033111
fluence_0p5_100ps,880000,85.9999,1.0011,-0.0298175,0.0321875,-0.1294025,-0.0367225,0.09268,-0.06036,1.479301,1.0655416,437,48,-0.13151746,18.116385,1396,144,12679.799,3171,0,0,0,0,0,12414,0,0,0,4260.489,10948.399,33194.647,8779,5549,4217.6201,4227.7243,4231.2434,4243.6252,3995.4082,-41871.918,6411.6901,-35460.227,0.013633595,-35.360613,43.022464
fluence_0p5_100ps,890000,86.9999,0.9714,-0.0500975,0.0205975,-0.0300125,-0.11858,0,-0.1422175,1.4775249,1.0655416,466,61,-0.18165043,18.25575,1419,143,12415.141,3150,4,0,0,0,0,12415,0,0,0,4247.1337,10925.596,31339.084,8803,5499,4215.23,4230.8508,4232.9925,4246.2115,3991.1044,-41835.612,6404.7835,-35430.828,0.10613799,-34.246717,43.066043
fluence_0p5_100ps,900000,87.9999,0.9262,-0.0647675,-0.0130525,-0.0722825,-0.1093875,0,-0.133025,1.4668081,1.0655416,447,59,0.19142487,18.373025,1448,142,13120.257,3166,3,0,0,0,0,12414,0,0,0,4264.808,11111.384,35242.457,8799,5494,4218.125,4231.3251,4234.8785,4246.0901,3984.4155,-41830.667,6394.0494,-35436.618,0.15926275,-35.074429,43.003274
fluence_0p5_100ps,910000,88.9999,0.9248,-0.0103275,0.0480775,0.0221475,-0.0768525,0,-0.10049,1.4808657,1.0655416,452,54,0.31554071,18.421575,1471,144,13316.268,3291,3,0,0,0,0,12413,0,0,0,4319.1895,11337.846,33311.233,8813,5591,4219.9148,4232.7462,4235.574,4255.8306,3995.6248,-41841.252,6412.0376,-35429.214,-0.0088928016,-34.318833,42.687739
fluence_0p5_100ps,920000,89.9999,1.2228,-0.0389875,0.0242725,-0.0001925,-0.0237275,0,-0.047365,1.488151,1.0655416,442,55,0.1292671,18.89123,1441,144,13225.063,3227,2,0,0,1,0,12414,1,1,1,4298.8775,11154.855,28550.441,8772,5511,4217.5886,4231.0561,4234.2862,4243.9306,3966.9572,-41828.745,6366.0329,-35462.712,0.019880691,-34.09812,41.504694
fluence_0p5_100ps,930000,90.9999,1.2609,0.02956,0.0705875,0.139495,0.039735,0,0.0160975,1.4829282,1.0655416,454,56,-0.44262842,18.139205,1361,144,12413.791,3217,1,0,0,0,0,12416,0,0,0,4343.8557,11159.713,29037.599,8762,5553,4217.0176,4231.5939,4235.1838,4245.9859,3983.9531,-41860.296,6393.3074,-35466.989,-0.025281218,-34.606266,43.651882
fluence_0p5_100ps,940000,91.9999,1.3921,0.0162925,0.0409775,0.0147425,-0.035155,0,-0.0587925,1.5063239,1.0655416,436,56,-0.20590989,18.519825,1429,144,12822.183,3142,4,0,0,2,0,12411,1,2,2,4338.3797,11470.73,28592.914,8763,5507,4220.5039,4230.7502,4232.5097,4242.2995,3959.2952,-41843.31,6353.7372,-35489.573,-0.081061057,-35.435511,42.225306
fluence_0p5_100ps,950000,92.9999,2.3947,0.007095,0.0530225,0.1095675,-0.0271875,0,-0.050825,1.4906622,1.0655416,432,55,-0.19482908,18.03682,1406,144,12437.829,3138,3,1,0,2,8.0541237e-05,12413,1,2,2,4287.4027,11103.919,28513.616,8795,5495,4216.08,4232.0268,4235.1499,4245.5365,3982.2396,-41874.67,6390.5575,-35484.112,0.13778666,-35.336699,41.952848
fluence_0p5_100ps,960000,93.9999,3.4923,-0.00157,0.0374125,0.0969725,-0.04994,0,-0.0735775,1.5022207,1.0655416,447,51,-0.28555496,18.084495,1399,144,12147.807,3140,3,2,0,2,0.00016108247,12412,2,3,2,4159.9503,10681.561,32505.88,8786,5519,4207.0782,4223.6259,4226.1325,4245.4264,3933.7292,-41916.964,6312.7097,-35604.255,0.23066554,-34.010107,42.845281
fluence_0p5_100ps,970000,94.9999,4.2735,0.0036,0.0480975,0.1512575,-0.0308775,0,-0.054515,1.498593,1.0655416,445,56,-0.084359161,18.69488,1422,143,12760.529,3101,3,2,0,2,0.00016108247,12410,2,3,2,4247.0539,10977.627,32255.3,8793,5540,4207.3229,4221.6973,4224.1237,4239.4324,3917.2132,-41926.834,6286.2054,-35640.628,-0.0068811245,-35.160814,42.72696
fluence_0p5_100ps,980000,95.9999,4.1791,-0.0337525,0.0286375,0.07797,0.01011,0,-0.0135275,1.4905684,1.0655416,435,54,-0.1914821,18.2201,1383,141,12403.634,3072,4,1,0,2,8.0541237e-05,12414,1,2,2,4266.5383,10948.553,39857.033,8739,5494,4220.7344,4228.1876,4233.2972,4247.4453,3960.9312,-41924.206,6356.3626,-35567.843,0.21007366,-35.07497,41.832918
fluence_0p5_100ps,990000,96.9999,4.1434,-0.03362,0.0181075,-0.017215,-0.0236825,0,-0.04732,1.4806272,1.0655416,476,57,0.183669,18.76843,1430,140,12696.445,3122,3,1,0,2,8.0541237e-05,12412,3,4,2,4138.5854,10681.557,30576.358,8802,5509,4214.6235,4227.3246,4229.2231,4241.6121,3985.0366,-41985.545,6395.0461,-35590.499,0.064982151,-34.532285,42.283243
fluence_0p5_100ps,1000000,97.9999,4.376,-0.04666,0.0140675,-0.047555,-0.1135925,0,-0.13723,1.5119273,1.0655416,432,60,0.11891676,18.56966,1437,142,12836.577,3188,2,0,0,2,0,12410,3,5,2,4247.4519,11338.45,26570.246,8711,5516,4202.9992,4226.3238,4228.0449,4237.1903,3972.3163,-41989.809,6374.633,-35615.176,-0.045162448,-34.618564,42.402781
fluence_0p5_100ps,1010000,98.9999,4.192,0.03211,0.0325475,0.00155,-0.03517,0,-0.0588075,1.4910248,1.0655416,456,57,0.03507395,17.65454,1438,142,12467.795,3142,1,0,0,2,0,12410,3,4,2,4166.7827,10761.318,41757.311,8752,5347,4216.1735,4228.5284,4231.4311,4240.3892,3925.5496,-41897.793,6299.5834,-35598.21,-0.088489696,-35.00836,41.972435
fluence_0p5_100ps,1020000,99.9999,3.9666,0.030345,0.0651375,0.027645,-0.0468425,0,-0.07048,1.5042665,1.0655416,411,44,0.16969275,18.4434,1443,142,12809.816,3149,2,1,0,2,8.0541237e-05,12414,1,2,2,4164.6265,10731.858,30812.394,8755,5469,4219.5547,4229.629,4232.9162,4243.7822,3925.4793,-41894.825,6299.4705,-35595.355,0.03733504,-34.096096,41.133377
