case,step,time_ps,raw_lift_outlier_sensitive_nm,robust_p95_lift_nm,center_crater_depth_nm,rim_lift_nm,center_surface_z_p95_nm,edge_surface_z_p95_nm,bin_density_mean_check_initial,low_density_area_fraction,void_area_fraction,neighbor_density_surface_mean,atom_T_raw_mean_K,atom_T_raw_p95_K,atom_T_thermal_mean_K,atom_T_thermal_p95_K,ejecta_T_thermal_mean_K,Te_min_K,Te_mean_K,Te_p95_K,Te_max_K,thermo_Tl_K,upward_atoms,vapor_candidate_count,detached_candidate_count,stable_ejecta_count,cluster_ejecta_count,largest_ejecta_cluster_size,ejected_mass_fraction,bulk_component_size,detached_atom_count,pressure_GPa_p01,pressure_GPa_p99,von_mises_stress_GPa_p99,thermo_pe_eV,thermo_ke_eV,thermo_total_eV
fluence_0p5_100ps,660000,63.9999,0.8378,0.3516875,0.063155,0.3948225,-0.2620125,-0.1988575,,0.25074627,0.0044776119,1.5027742,3483.4681,9503.1875,2869.5716,8165.4842,,4166.6518,4182.5356,4184.5432,4199.342,3853.951,624,2497,0,0,0,0,0,12412,0,-12.450731,13.322454,22.68764,-41970.11,6184.6845,-35785.426
fluence_0p5_100ps,670000,64.9999,1.1673,0.3795225,0.030185,0.4548,-0.188815,-0.15863,,0.25223881,0.0067164179,1.4869549,3383.8516,9375.9865,2791.6432,7856.6328,,4173.6139,4190.4462,4194.878,4207.8127,3842.9089,668,2474,1,0,0,0,0,12415,0,-12.154441,13.314144,21.973608,-41862.787,6166.9646,-35695.822
fluence_0p5_100ps,680000,65.9999,0.9725,0.3756025,0,0.3545875,-0.2586,-0.2943,,0.23134328,0.0074626866,1.5027198,3422.2946,9525.735,2846.8592,7774.5212,,4176.6036,4189.4694,4191.8653,4203.8763,3879.2063,607,2533,0,0,0,0,0,12415,0,-12.001024,13.946,23.098325,-41945.167,6225.2134,-35719.954
fluence_0p5_100ps,690000,66.9999,0.8737,0.338065,0,0.22626,-0.192435,-0.3022375,,0.25373134,0.002238806,1.5303433,3398.2533,9012.1075,2866.6535,8034.2376,,4179.2583,4190.7523,4193.2876,4207.446,3920.9058,657,2507,0,0,0,1,0,12414,1,-12.455578,13.755081,22.660122,-42007.198,6292.1313,-35715.066
fluence_0p5_100ps,700000,67.9999,0.8474,0.32477,0,0.2670925,-0.262295,-0.3319875,,0.24776119,0.0044776119,1.4891567,3403.4269,9392.1245,2957.8443,8451.9519,,4177.2567,4196.6284,4200.5827,4213.9081,3960.2204,628,2505,0,0,0,0,0,12416,0,-12.310976,14.375493,23.37884,-42006.415,6355.2219,-35651.193
fluence_0p5_100ps,710000,68.9999,0.8845,0.37107,0,0.3091975,-0.1315675,-0.27063,,0.25149254,0.0052238806,1.4964004,3395.4128,9007.2877,2942.9022,8424.014,,4192.1441,4201.7803,4203.3998,4216.31,3955.7962,692,2524,0,0,0,0,0,12415,0,-12.24157,13.737394,22.847614,-41945.669,6348.1221,-35597.547
fluence_0p5_100ps,720000,69.9999,0.7394,0.36112,0.0166525,0.33301,-0.21335,-0.1966975,,0.24925373,0.0059701493,1.5143794,3445.3307,9705.4,2862.0134,7992.8318,,4185.6129,4200.6165,4202.811,4214.2016,3937.1059,656,2522,0,0,3,3,0,12413,3,-12.513372,15.322854,23.060856,-41941.875,6318.1285,-35623.747
fluence_0p5_100ps,730000,70.9999,0.8113,0.335545,0,0.2902,-0.176275,-0.23614,,0.24253731,0.0074626866,1.5204444,3449.384,9119.9521,2908.101,8399.7591,,4184.9507,4197.5423,4200.4162,4214.5987,3933.365,693,2541,0,0,0,0,0,12416,0,-11.467688,13.135485,22.91803,-41987.3,6312.1253,-35675.175
fluence_0p5_100ps,740000,71.9999,0.8888,0.346005,0.060585,0.335015,-0.19086,-0.130275,,0.25671642,0.0044776119,1.5131559,3337.9469,9220.0682,2847.3967,8354.5552,,4188.9132,4197.8469,4200.3978,4210.4236,3910.5931,712,2522,0,0,0,0,0,12414,0,-12.570358,14.605299,23.118179,-41958.405,6275.5818,-35682.823
fluence_0p5_100ps,750000,72.9999,0.8334,0.3801325,0.128475,0.4444525,-0.24356,-0.115085,,0.23059701,0.002238806,1.5139491,3319.5015,8725.8279,2882.909,7616.2472,,4188.2398,4201.7444,4204.3505,4214.6285,3898.9644,660,2515,0,0,0,0,0,12416,0,-12.713031,13.464341,22.74397,-41901.494,6256.9204,-35644.573
fluence_0p5_100ps,760000,73.9999,0.9247,0.371505,0.1235625,0.4287875,-0.2781575,-0.154595,,0.25820896,0.0082089552,1.5087396,3378.0283,8844.6001,2905.4895,8019.815,,4194.6063,4206.8929,4210.0204,4221.6368,3905.8125,612,2542,0,0,0,0,0,12412,0,-12.368911,13.964216,23.172204,-41857.879,6267.91,-35589.969
fluence_0p5_100ps,770000,74.9999,0.9951,0.3567825,0.040565,0.3980525,-0.2255775,-0.1850125,,0.24850746,0.0029850746,1.5151537,3446.8288,9068.3971,2919.6371,7868.8114,,4196.5111,4210.9067,4214.5802,4227.6516,3963.7348,648,2587,0,0,0,0,0,12416,0,-12.378113,13.204673,23.13836,-41910.76,6360.8617,-35549.899
fluence_0p5_100ps,780000,75.9999,0.9507,0.3528125,0.0874775,0.366565,-0.2876025,-0.200125,,0.25149254,0.0044776119,1.5087273,3491.7034,8883.2199,2901.6785,7861.0116,,4194.8479,4210.8919,4214.4501,4224.5936,3968.9837,618,2538,0,0,0,1,0,12412,1,-11.771155,14.269603,23.121042,-41931.365,6369.285,-35562.08
fluence_0p5_100ps,790000,76.9999,1.0537,0.39011,0.01668,0.3732375,-0.229095,-0.212415,,0.25522388,0.0089552239,1.4927733,3523.4693,9172.4123,2986.4343,7923.0616,,4199.0129,4212.8532,4217.0811,4230.367,3971.693,664,2545,1,0,0,2,0,12410,3,-11.946585,13.462942,22.769307,-41922.046,6373.6327,-35548.413
fluence_0p5_100ps,800000,77.9999,0.9095,0.36715,0.02647,0.404705,-0.23952,-0.21305,,0.24328358,0.0074626866,1.5043785,3359.9488,9215.6855,2873.8483,8480.0426,,4199.8973,4213.1482,4216.2472,4228.1008,3948.337,660,2559,0,0,0,1,0,12415,1,-12.859284,14.533551,22.217979,-41892.063,6336.1519,-35555.911
fluence_0p5_100ps,810000,78.9999,0.8532,0.359565,0.042515,0.3165425,-0.197525,-0.15501,,0.24328358,0.0067164179,1.5016591,3626.1451,9805.4929,3061.3485,8837.7587,,4193.7651,4211.9544,4215.0327,4220.3022,3960.6004,659,2635,0,0,0,1,0,12412,1,-12.111858,12.832839,22.977835,-41938.573,6355.8317,-35582.741
fluence_0p5_100ps,820000,79.9999,0.9074,0.4041525,0.13474,0.418205,-0.26604,-0.1313,,0.24552239,0.0052238806,1.5019657,3484.4274,9571.364,2919.4964,8329.1049,,4201.2256,4213.8374,4216.2771,4228.0309,3975.4845,691,2507,0,0,0,1,0,12415,1,-13.044506,14.25592,23.183668,-41950.036,6379.7172,-35570.318
fluence_0p5_100ps,830000,80.9999,1.0828,0.3917925,0.107535,0.5042,-0.239395,-0.13186,,0.25149254,0.0052238806,1.5078073,3525.4853,9352.7542,2982.2402,8430.7416,,4204.1345,4218.555,4220.6413,4230.5244,3956.332,655,2585,1,0,0,1,0,12412,3,-12.222817,13.348994,22.499997,-41869.933,6348.9819,-35520.951
fluence_0p5_100ps,840000,81.9999,1.188,0.384425,0,0.380765,-0.2292225,-0.251745,,0.24701493,0.0082089552,1.4906836,3402.5198,8985.7729,2902.4511,7992.9472,,4209.1216,4224.1252,4228.2976,4244.0235,3951.2576,664,2558,2,0,0,1,0,12413,1,-12.808617,13.853414,23.75292,-41801.607,6340.8387,-35460.768
fluence_0p5_100ps,850000,82.9999,0.9769,0.37939,0,0.37939,-0.183975,-0.19028,,0.25074627,0.0059701493,1.5087874,3424.7603,9444.7626,2899.9195,8133.9453,,4203.0952,4224.9147,4227.1396,4238.4108,3936.6081,641,2592,0,0,0,1,0,12413,1,-12.880707,15.043669,22.419423,-41779.329,6317.3297,-35461.999
fluence_0p5_100ps,860000,83.9999,1.0572,0.3685525,0.012525,0.31379,-0.22378,-0.211255,,0.24328358,0.0052238806,1.5171498,3558.5491,9480.0403,3051.4673,8598.8602,,4202.2776,4224.382,4226.5208,4240.531,3975.8103,649,2537,0,0,0,0,0,12414,0,-13.05291,13.215051,23.274707,-41860.491,6380.2401,-35480.251
fluence_0p5_100ps,870000,84.9999,1.0073,0.397375,0.00561,0.37181,-0.2299575,-0.2243475,,0.23955224,0.0037313433,1.5014526,3580.5731,10051.176,3009.8726,8354.2916,,4215.6191,4226.7343,4228.5005,4247.0096,3996.3643,586,2542,0,0,0,0,0,12415,0,-11.656128,11.81598,22.447429,-41874.907,6413.2243,-35461.683
fluence_0p5_100ps,880000,85.9999,1.0306,0.3564275,0.0360775,0.3202625,-0.2491225,-0.213045,,0.2380597,0.0052238806,1.4943121,3477.4155,9344.9947,2916.163,8505.5874,,4217.6201,4227.7243,4231.2434,4243.6252,3995.4082,600,2563,0,0,0,0,0,12414,0,-12.652576,14.034618,22.848895,-41871.918,6411.6901,-35460.227
fluence_0p5_100ps,890000,86.9999,1.0009,0.35681,0,0.285065,-0.1871475,-0.29551,,0.24253731,0.0037313433,1.5006691,3494.9793,9529.8546,2918.6459,8270.047,,4215.23,4230.8508,4232.9925,4246.2115,3991.1044,644,2590,0,0,0,0,0,12415,0,-12.683786,15.076678,23.407455,-41835.612,6404.7835,-35430.828
fluence_0p5_100ps,900000,87.9999,0.9557,0.3395325,0,0.299855,-0.156555,-0.24595,,0.24477612,0.0067164179,1.4828076,3532.2144,9363.9023,2995.9199,8413.7556,,4218.125,4231.3251,4234.8785,4246.0901,3984.4155,649,2554,0,0,0,0,0,12414,0,-12.056755,13.954497,23.617846,-41830.667,6394.0494,-35436.618
fluence_0p5_100ps,910000,88.9999,0.9543,0.35842,0,0.3098975,-0.16933,-0.26568,,0.22835821,0.0097014925,1.5200581,3466.0368,9310.4944,2977.6506,8236.3701,,4219.9148,4232.7462,4235.574,4255.8306,3995.6248,630,2663,0,0,0,0,0,12413,0,-12.161244,13.587982,22.368558,-41841.252,6412.0376,-35429.214
fluence_0p5_100ps,920000,89.9999,1.2523,0.3555575,0,0.3230075,-0.1771225,-0.1991275,,0.24104478,0.0059701493,1.5041816,3658.4241,9566.0375,2995.0467,8423.5751,,4217.5886,4231.0561,4234.2862,4243.9306,3966.9572,634,2576,0,0,0,1,0,12414,1,-12.036984,13.950813,22.180022,-41828.745,6366.0329,-35462.712
fluence_0p5_100ps,930000,90.9999,1.2904,0.3834975,0,0.324335,-0.2420275,-0.2501775,,0.24925373,0.0037313433,1.4915709,3657.3855,9867.0123,3091.8164,8668.174,,4217.0176,4231.5939,4235.1838,4245.9859,3983.9531,592,2565,0,0,0,0,0,12416,0,-12.301881,13.745467,22.895009,-41860.296,6393.3074,-35466.989
fluence_0p5_100ps,940000,91.9999,1.4216,0.3622025,0.031575,0.31157,-0.28019,-0.248615,,0.24253731,0.0059701493,1.5348139,3597.255,9896.1551,3004.2386,8593.7535,,4220.5039,4230.7502,4232.5097,4242.2995,3959.2952,616,2571,2,0,0,2,0,12411,2,-12.297764,13.44846,22.3978,-41843.31,6353.7372,-35489.573
fluence_0p5_100ps,950000,92.9999,2.4242,0.4007725,0,0.354475,-0.12128,-0.2939375,,0.25373134,0.0052238806,1.500857,3453.5848,9343.6021,2911.1013,7943.346,,4216.08,4232.0268,4235.1499,4245.5365,3982.2396,610,2553,2,0,0,2,0,12413,2,-11.678302,13.977354,24.197838,-41874.67,6390.5575,-35484.112
fluence_0p5_100ps,960000,93.9999,3.5218,0.373215,0,0.2731,-0.17994,-0.318735,,0.25,0.0082089552,1.524069,3561.5468,9800.588,2967.0821,8380.0717,0,4207.0782,4223.6259,4226.1325,4245.4264,3933.7292,650,2465,2,2,0,2,0.00016108247,12412,3,-11.373063,13.659855,21.731335,-41916.964,6312.7097,-35604.255
fluence_0p5_100ps,970000,94.9999,4.303,0.3100075,0,0.26425,-0.247135,-0.28478,,0.24328358,0.0037313433,1.5174642,3526.6808,9277.0463,2932.0858,8264.3414,0,4207.3229,4221.6973,4224.1237,4239.4324,3917.2132,624,2475,2,2,0,2,0.00016108247,12410,3,-12.558649,14.333121,22.673892,-41926.834,6286.2054,-35640.628
fluence_0p5_100ps,980000,95.9999,4.2086,0.28068,0.004705,0.3169925,-0.2400625,-0.2353575,,0.24179104,0.01119403,1.5034738,3569.1584,9736.562,3051.3091,8981.675,0,4220.7344,4228.1876,4233.2972,4247.4453,3960.9312,592,2559,1,1,0,2,8.0541237e-05,12414,2,-12.730359,14.111858,22.202997,-41924.206,6356.3626,-35567.843
fluence_0p5_100ps,990000,96.9999,4.1729,0.2888125,0.0860675,0.333355,-0.332815,-0.2467475,,0.24850746,0.0059701493,1.4924943,3451.7618,9713.2873,2877.336,8173.0008,2593.0668,4214.6235,4227.3246,4229.2231,4241.6121,3985.0366,634,2559,1,1,0,2,8.0541237e-05,12412,4,-11.345149,13.714647,22.97333,-41985.545,6395.0461,-35590.499
fluence_0p5_100ps,1000000,97.9999,4.4055,0.33278,0.0724875,0.3863325,-0.2582875,-0.1858,,0.24626866,0.0037313433,1.537506,3556.6874,10118.807,2992.3112,8617.6075,,4202.9992,4226.3238,4228.0449,4237.1903,3972.3163,668,2567,1,0,0,2,0,12410,5,-11.993294,13.058994,22.633248,-41989.809,6374.633,-35615.176
fluence_0p5_100ps,1010000,98.9999,4.2215,0.36465,0,0.261545,-0.213395,-0.26578,,0.24850746,0.0029850746,1.5169258,3415.6938,9114.7455,2879.1979,8498.9719,,4216.1735,4228.5284,4231.4311,4240.3892,3925.5496,663,2556,1,0,0,2,0,12410,4,-13.029372,13.605321,22.870434,-41897.793,6299.5834,-35598.21
fluence_0p5_100ps,1020000,99.9999,3.9961,0.353835,0,0.2601425,-0.17328,-0.3699925,,0.23955224,0.0074626866,1.5255445,3430.462,9388.2563,2853.8184,8156.227,2264.6604,4219.5547,4229.629,4232.9162,4243.7822,3925.4793,646,2568,1,1,0,2,8.0541237e-05,12414,2,-12.863536,14.19718,22.745883,-41894.825,6299.4705,-35595.355
